number,name
407715,Тильзит СШ1
407717,Соя(О-68) СШ1
407718,Соя(О-68) СШ2
407719,Дунаевка(О-69) С
407720,Дунаевка(О-69) С
407721,Отп. на О-55 СШ1
407722,Отп. на О-55 СШ2
407723,Восточная-1(О-55
407724,Восточная-1(О-55
407716,Тильзит СШ2
407714,Родники(О-67) СШ
407412,Северная-110 СШ2
407500,Центральная-330-
407511,Центральная-110
407512,Центральная-110
407019,Черняховск(О-4)
407020,Черняховск(О-4)
407021,Отп.на О-32 СШ2
407023,Лужки(О-16)
407024,Правдинская(О-34
407025,Правдинская(О-34
407063,Гурьевск(О-24)
407027,Московская(О-30)
407028,Московская(О-30)
407029,Багратионовск
407030,Добровольск(О-38
407145,Добровольск(О-38
407031,Полесск СШ1
407032,Зеленоградск(О-1
407033,Зеленоградск(О-1
407036,Рыбный порт(О-17
407037,Рыбный порт(О-17
407038,Южная(О-12) СШ2
407039,Южная(О-12) СШ1
407967,АТ-2 Сев.(10)
407961,АТ-2 Центр.(10)
407960,АТ-1 Центр.(10)
407966,АТ-1 Сев.(10)
407965,Ср. т. АТ-2 Сев.
407959,Ср. т. АТ-2 Цент
407958,Ср. т. АТ-1 Цент
407964,Ср. т. АТ-1 Сев.
407957,Флотская СШ2
407956,Флотская СШ1
407955,Морская СШ2
407954,Морская СШ1
407040,Ленинградская(О-
407041,Ленинградская(О-
407042,Муромская(О-27)
407043,Светлогорск (О-9
407969,Приморская ТЭС 2
407976,Приморская ТЭС Б
407975,Приморская ТЭС Б
407974,Приморская ТЭС Б
407979,Приморская ТЭС Т
407978,Приморская ТЭС Т
407977,Приморская ТЭС Т
407968,Приморская ТЭС 1
407988,Индустриальная 2
407987,Индустриальная 1
407986,отп. Индустриаль
407985,отп. Индустриаль
407992,отп. Карьер СШ1
407045,Янтарное (О-8)
407991,отп. Карьер СШ2
407989,Морская Т-3
407990,Морская Т-4
407053,Светлый
407054,Балтийск(О-36) С
407055,Балтийск(О-36) С
407056,Янтарь (О-2)СШ1
407057,Янтарь(О-2) СШ2
407058,Красноборская(О-
407059,Лунино(О-37) СШ2
407140,Лунино(О-37) СШ1
407060,Отп.на О-17 СШ2
407061,Отп.на О-17 СШ1
407062,Отп.на О-49 СШ1
407064,Черняховск-2(О-3
407065,Черняховск-2(О-3
407066,Славск
407067,Космодемьянская(
407068,Междуречье(О-50)
407069,Отп.на О-49 СШ2
407070,Правобережная(О-
407772,Правобережная(О-
407773,Луговая СШ2
407774,Луговая СШ1
407775,Юго-Восточная СШ
407776,Юго-Восточная СШ
407071,Отп. на Луговая
407072,Отп. на Луговая
407075,Чкаловск(О-29)
407076,Карьер(О-28) СШ1
407077,Карьер(О-28) СШ2
407078,Северная-110(О-4
407079,Северная-110(О-4
407080,Чистые пруды(О-4
407144,Чистые пруды(О-4
407081,Гвардейская(О-51
407082,Гвардейская(О-51
407091,Ушаковская(О-43)
407092,Ушаковская(О-43)
407083,Прибрежная(О-59)
407084,Ладушкин СШ1
407085,Ладушкин СШ2
407086,Мамоново(О-14) С
407146,Мамоново(О-14) С
407087,Енино(О-13) СШ2
407147,Енино(О-13) СШ1
407221,Маяковская ТЭС С
407222,Маяковская ТЭС С
407223,Маяковская ТЭС Т
407224,Маяковская ТЭС Т
407241,Талаховская ТЭС
407242,Талаховская ТЭС
407243,Талаховская ТЭС
407244,Талаховская ТЭС
407088,Полесск СШ2
407089,Отп. на О-32 СШ1
407090,Железнодорожная(
407142,Железнодорожная(
407093,Люблино(О-49) СШ
407094,Отп.на О-70 СШ2
407095,Отп.на О-70 СШ1
407073,Борисово(О-47) С
407074,Борисово(О-47) С
407098,Молокозаводская(
407099,Отп.на О-48 СШ1
407100,Люблино(О-49) СШ
407101,Молокозаводская(
407096,Отп.на Промышлен
407097,Отп.на Промышлен
407034,Промышленная СШ2
407035,Промышленная СШ1
407102,Отп.на О-60 СШ
407103,Лесобалт(О-60)
407104,Пионерская СШ1
407105,Пионерская СШ2
407106,Отп.на О-45 СШ1
407107,Отп.на О-45 СШ2
407109,Жуковская(О-45)
407110,Отп.на О-61 СШ1
407111,Ижевская(О-61) С
407108,Жуковская(О-45)
407112,Отп.на О-61 СШ2
407113,Ижевская(О-61) С
407114,Красноборская(О-
407115,Отп.на О-33 СШ1-
407119,Отп.на О-63 СШ1
407120,Отп.на О-63 СШ2
407122,Университетская(
407128,отпайка на О-64
407131,Отп.на О-65 СШ1
407132,Отп.на О-65 СШ2
407133,Невская (О-65) С
407134,Невская (О-65) С
407130,Васильково(О-64)
407121,Университетская(
407127,Отп.на О-64 СШ1
407129,Васильково(О-64)
407601,ТЭЦ-2 Бл-1
407603,ТЭЦ-2 Бл-2
407611,ТЭЦ-2-110 СШ1 Се
407612,ТЭЦ-2-110 СШ1 Се
407630,ТЭЦ-2-330
407621,ТЭЦ-2-110 СШ2 Се
407622,ТЭЦ-2-110 СШ2 Се
407009,Нестеров(О-15)
407010,Озерск(О-20) СШ1
407143,Озерск(О-20) СШ2
407011,Краснознаменская
407141,Краснознаменская
407007,Гусев СШ1
407005,Неман(О-6)
407006,Гусев СШ2
407008,Вишневка(О-25)
403784,"ТЭЦ -22 (Г-41, Г"
403922,"Т-4, Т-41 Южная"
403783,ТЭЦ -22 (Г-42)
403923,Т-42 Южная ТЭЦ
403594,ш.С-З ТЭЦ
409708,Пажга Т-1
529908,НПС
527730,ГТУ ТЭЦ Луч
529100,Сусоловка
510006,Белый Раст 500 к
510007,Бескудниково 500
510011,Трубино 500 кВ
510022,Ногинск 500 кВ
510032,Чагино 500 кВ
510035,Новокаширская
510041,Пахра 500 кВ
510646,Очаково 500кВ
510671,Грибово 500 кВ
510672,Дорохово 500 кВ
510094,Отп. Мих-Чагино
510154,ТЭЦ-26 500 кВ
514354,Владимирская 220
514355,Владимирская 500
514356,Владимирская 750
514357,Владимирская 110
516401,Костромская АЭС
517454,Опытная
517457,Калининская 330
517458,Бологое 330
517474,Новая 110
517475,Новая 330
518509,Tалашкино 330
518510,Tалашкино 220 2с
518339,Tалашкино 220 1с
518511,Tалашкино 110
518528,Pославль 330
519554,Новобрянская 750
519555,Новобрянская 500
519580,Белобережская 50
519581,Белобережская 22
523661,Южная 110
523662,Южная 330
524787,Елецкая 220 2
524686,Елецкая 220 1
524703,Борино 500
524785,Борино 220 2
524708,Борино 220 1
524712,Липецкая 220
531064,Шацкая
524717,Елецкая 500
526760,Лиски 330
526761,Лиски-1 220
526762,Лиски-2 220
527801,Старый Оскол 500
527803,Старый Оскол 330
527809,Валуйки 330
527814,Металлургическая
527816,Металлургическая
527813,Металлургическая
528860,"Тамбовская 1,2 с"
529880,Вологодская
529895,Череповецкая
531063,Сотницыно
511208,Xимическая
511211,HГPЭC
511213,Северная
511230,Гремячее
526107,Воронежская 110
526790,Воронежская 500
526800,Донская 500
526801,Донская 220 1СШ
526804,Донская 220 2СШ
531967,Михайловская 500
531963,Михайловская 500
531964,Михайловская220-
531966,Михайловская220-
532161,Калужская 500
532159,Калужская: разви
532160,Калужская 220 2
532162,Калужская 220 1
517472,Калининская АЭС
517473,Калининская АЭС
517188,Калининская АЭС
517189,Калининская АЭС
517190,Калининская АЭС
523663,Курская АЭС
523675,Курская АЭС 3
523676,Курская АЭС 2АТ
523678,Курская АЭС 2
518048,Смоленская АЭС б
518049,Смоленская АЭС б
518513,Смоленская АЭС 5
518530,Смоленская АЭС 3
518531,Смоленская АЭС 3
518540,Смоленская АЭС 7
526035,Нововоронежская
526059,Нововоронежская
526060,Нововоронежская
526757,Нововоронежская
531062,Назаровка
531961,Рязанская ГРЭС 2
531962,Рязанская ГРЭС 5
517451,Конаковская ГРЭС
517452,Конаковская ГРЭС
517453,Конаковская ГРЭС
516410,Костромская ГРЭС
516454,Костромская ГРЭС
516451,Костромская ГРЭС
516411,Костромская ГРЭС
516452,Костромская ГРЭС
516453,Костромская ГРЭС
511220,ЧГPЭC
510005,Белый Раст 750 к
510670,Грибово 750 кВ
510023,Ногинск 0-Т. Ат-
510024,Ногинск 0-Т. Ат-
510057,ТЭЦ-25 Т-97
510153,ТЭЦ-26 Блоки
510211,Сабурово 1с 220
510212,ЦАГИ 1с 220 кВ
510213,ЦАГИ 2с 220 кВ
510214,Чагино 3 сек 220
510215,Чагино 1 сек 220
510216,Чертаново 1СШ 22
510217,Чертаново 2СШ 22
510218,Южная Киев.С 220
510219,Южная Ждан.С 220
510220,Борисово 1 сек 2
510221,Сабурово 2с 220
510222,Мячково 220 кВ
510223,ЦАГИ 3с 220 кВ
510224,Павелецкая 1с 22
510225,Павелецкая 2с 22
510226,Жулебино 1с 220
510870,Жулебино 2с 220
510227,Капотня 1 СШ 220
510228,Чагино 2 сек 220
510229,Чагино 4 сек 220
510236,Подушкино 220 кВ
510237,Иловайская 220 к
510238,Капотня 2 СШ 220
510246,Восточная 1СШ 22
510247,Восточная 2СШ 22
510248,Трубино 1СШ 220
510249,Елоховская 1с 22
510250,Гольяново 1с 220
510251,Свиблово 1с 220
510252,Свиблово 2с 220
510253,Гольяново 2с 220
510254,Елоховская 2с 22
510255,Баскаково 2с 220
510256,Баскаково 1с 220
510257,Трубино 2СШ 220
510997,Бескудниково ПТ
510269,Бескудниково 1 с
510270,Бескудниково 3 с
510271,Красногорская 2
510272,Пенягино 220 кВ
510273,Бутырки 1 СШ 220
510274,Радищево 3 сек 2
510276,Старбеево 1СШ 22
510277,Старбеево 2СШ 22
510948,Центральная II С
510278,Центральная I СШ
510279,Гражданская 2 СШ
510280,Гражданская 1 СШ
510281,Омега 1с 220кВ
510282,Омега 2с 22окв
510284,Владыкино 1СШ 22
510285,Владыкино 2СШ 22
510286,Бутырки 2 СШ 220
510287,Новософрино 1 СШ
510290,Уча 220 кВ
510291,Хвойная 220 кВ
510292,Заря 220 кВ
510293,Радуга 220 кВ
510294,Ярцево 1 СШ 220
510301,ТЭЦ-27 ТСН-ВК-61
510302,Ногинск 2 СШ 220
510303,Шибаново 220кВ
510961,"Дальняя 1,2 СШ 2"
510306,"Дальняя 3,4 СШ 2"
510307,Ногинск 1 СШ 220
510308,Стачка 220кВ
510309,Ока 2с 220 кВ
510310,Ока 1с 220 кВ
510311,Пахра 220 кВ
510313,Гулево 1с 220 кВ
510314,Гулево 2с 220 кВ
510315,Лесная 220 кВ
510960,Пески 2 сек. 220
510959,Нежино 2 СШ 220
510958,"Бугры 1, 3, 4 СШ"
510320,"Бугры 2, 5 СШ 22"
510323,Голутвин 220кВ
510324,Федино 220кВ
510325,Пески 1 сек. 220
510333,Осетр 1СШ 220кВ
510336,Нежино 1 СШ 220
510339,Темпы 1 СШ 220 к
510877,Темпы 2 СШ 220 к
510340,Дмитров 1с 220кВ
510341,Дмитров 2с 220кВ
510655,ТЭС ЛЫКОВО
510658,ГТЭС Коломенское
510659,ГТЭС Коломенское
510990,Баскаково О-т. А
510989,Баскаково О-т. А
510988,Восточная прис.
510987,Бутово 2 СШ 220
510660,Бутово 1 СШ 220
510661,Бутово 110 кВ
510675,Грибово 1 СШ 110
510679,Слобода 110 кВ
510680,Ильинская 1СШ 22
510681,Перерва 220 кВ
510682,Абрамово 1 СШ 22
510683,Абрамово 2 СШ 22
510676,Дорохово 110 кВ
510665,Магистральная 11
510663,Магистральная 1С
510664,Магистральная 2С
510673,Дорохово 220 кВ
510674,Грибово 1 СШ 220
510677,Слобода 1 СШ 220
510678,Слобода 2 СШ 220
510697,Стекольная 2 сек
510787,Стекольная 1 сек
510788,Очаково 4 секц 2
510905,Сельская: Т-1
510906,Сельская: Т-2
510910,Дорохово: ПТ
510911,Дорохово: ПТ
510912,Дорохово: ПТ
510913,Дорохово: ПТ
510914,Дорохово: ПТ
510915,Дорохово: ПТ
510916,Дорохово: ПТ
510917,Дорохово: ПТ
510918,Дорохово 2 СШ 22
510919,Бескудниково: ПТ
510920,Бескудниково: ПТ
510921,Бескудниково: ПТ
510922,Бескудниково: ПТ
510690,Золотаревская 1
510766,Золотаревская 2
510702,Нефтезавод Ат-3
510710,ТЭЦ-12 1 СШ 220
510767,ТЭЦ-12 2 СШ 220
510712,Кожевническая 1
510768,Кожевническая 2
510666,Ильинская 2СШ 22
510647,Очаково 3 секц 2
510878,Очаково прис. ТЭ
510879,Очаково прис. ТЭ
510880,Очаково прис. ТЭ
510881,Очаково прис. ТЭ
510957,Чагино ПТ
510956,Чагино ПТ
510955,Чагино ПТ
510954,Чагино ПТ
510953,Чагино ПТ
510952,Чагино ПТ
510951,Чагино ПТ
510950,Чагино ПТ
510949,Чагино ПТ
510947,Бескудниково ПТ
510946,Бескудниково ПТ
510945,Бескудниково ПТ
510944,Бескудниково ПТ
510943,Бескудниково ПТ
510942,Бескудниково ПТ
510941,Бескудниково ПТ
510940,Бескудниково ПТ
510939,Бескудниково ПТ
510938,Бескудниково ПТ
510882,Очаково прис. Оч
510996,Тютчево 110 кВ
510992,Пахра ПТ АТ-4
510991,Пахра ПТ АТ-3
510984,Очаково: ПТ
510983,Очаково: ПТ
510883,Очаково прис. ТЭ
510648,Очаково 1 секц 2
510344,Ясенево 1с 220кВ
510345,Шмелево
510346,Пресня 1СШ 220кВ
510347,Пресня 2СШ 220кВ
510348,"Кедрово 1, 3, 4"
510354,"Кедрово 2, 5 СШ"
510349,Луч 220 кВ
510350,Ясенево 2с 220кВ
510351,Чоботы 1 сек 220
510352,Чоботы 2 сек 220
510353,Дровнино 220кВ
510356,Грибово 2 СШ 220
510369,Латышская 2 сек
510370,ГРЭС-3 4-5 сек.
510371,ТЭЦ-25 Т-93
510372,ТЭЦ-25 Т-94
510373,ТЭЦ-25 Т-95
510374,ТЭЦ-25 Т-96
510375,"ТЭЦ-22 Т-7,8"
510376,ТЭЦ-22 Т-9
510377,ТЭЦ-22 Т-10
510378,ТЭЦ-22 Т-11
510379,ТЭЦ-26 1с II СШ
510380,ТЭЦ-20 1с I СШ 2
510381,ТЭЦ-20 2с I СШ 2
510382,ТЭЦ-20 О-т. АТ-2
510937,ТЭЦ-23 Блок 6
510936,ТЭЦ-23 Блок 7
510935,ТЭЦ-23 Блок 8
510934,ТЭЦ-23 ТГ-3
510383,ТЭЦ-23 1с 220 кВ
510384,ТЭЦ-23 2с 220 кВ
510985,Фили 2 СШ 110 кВ
510980,Восточная ТР 110
510979,Выхино II СШ 110
510978,Косино 2с 110 кВ
510977,Выхино I СШ 110
510976,Косино 1с 110 кВ
510975,ТЭЦ-23 1 сек 10
510974,ТЭЦ-23 2 сек 10
510973,ТЭЦ-23 О-т. АТ-9
510972,ТЭЦ-23 О-т. АТ-9
510385,ТЭЦ-21 О-т. АТ-9
510386,ТЭЦ-21 1с 2СШ 22
510387,ТЭЦ-21 1с 1СШ 22
510390,ТЭЦ-23 3с 220 кВ
510391,ТЭЦ-23 4с 220 кВ
510392,ГРЭС-3 3-1 сек.
510393,Шатурская ГРЭС 2
510394,ТЭЦ-27 1-2с II С
510395,ТЭЦ-27 1-2с I СШ
510396,ТЭЦ-26 1с I СШ 2
510888,ТЭЦ-26 2с I СШ 2
510971,"ТЭЦ-26 2,4 с 10"
510970,"ТЭЦ-26 1,3 с 10"
510889,ТЭЦ-26 2с II СШ
510890,ТЭЦ-27 3-4с I СШ
510891,ТЭЦ-27 3-4с II С
510397,Каширская ГРЭС 1
510398,Каширская ГРЭС 2
510399,Каширская ГРЭС 4
510400,Каширская ГРЭС 3
510411,Куркино 1с
510892,Автозаводская 1
510893,Автозаводская 2
510894,Берсеневская I С
510412,Куркино 2с
510413,Беляево Т-1
510414,Черемушки
510415,Карачарово Сев.
510416,Карачарово Южн.
510417,Кожухово Т-5
510418,Кожухово 1СШ
510419,Красково 1 СШ
510420,Красково 2СШ
510421,Мячково 1СШ 110к
510422,Мячково 2СШ 110к
510423,Нефтезавод 1СШ
510424,Ново-Спасская 1с
510425,Ново-Спасская 2с
510426,Подшипник Отп.На
510427,Павелецкая 110 к
510428,Угреша 110кВ
510429,ЦАГИ 110 кВ
510430,Чагино 2 сек 110
510431,Чагино 3 сек 110
510432,Чагино 1 сек 110
510433,Чагино 4 сек 110
510434,Чертаново 1СШ 11
510435,Чертаново 2СШ 11
510436,Южная 2СШ 110 кВ
510437,Южная 1СШ 110 кВ
510438,Кожухово Т-4
510439,Кожухово 2СШ
510440,Подшипник Отп.На
510441,Борисово 1СШ 110
510442,Андроньевская 11
510443,Москворецкая Т-1
510444,Сабурово 1СШ 110
510445,Сабурово 2СШ 110
510446,Борисово 2СШ 110
510447,Москворецкая Т-2
510448,Подшипник Отп.На
510449,Подшипник Отп.На
510450,Азлк Т-1
510451,Азлк Т-2
510452,Автозаводская 1
510453,Автозаводская 2
510454,Ново-Спасская 3с
510455,Восточная 1с 110
510456,Восточная 2с 110
510457,Елоховская 110 к
510458,Трубино 1СШ 110
510459,Прожектор 1СШ
510460,Баскаково 1СШ 11
510461,Баскаково 2СШ 11
510462,Свиблово 110 кВ
510463,Прожектор 2СШ
510464,Трубино 2СШ 110
510465,Фрезер 1СШ 110 к
510466,Фрезер 2СШ 110 к
510467,Гражданская 1СШ
510468,Бескудниково 1 с
510469,Бескудниково 2 с
510470,Бутырки 1 СШ 110
510471,Бутырки 2 СШ 110
510472,Клин
510473,Маяковская
510474,Н.Братцево 1 СШ1
510475,Радищево 110 кВ
510476,Старбеево 110 кВ
510477,Центральная 1СШ
510478,Центральная 2СШ
510479,Гражданская 1СШ-
510480,Омега 110
510481,Гражданская 2СШ
510482,Красногорская 1С
510483,Красногорская 2С
510484,Коровино Т-1
510485,Коровино Т-2
510486,Бужаниново 110 к
510487,Новософрино 1 СШ
510488,Хвойная 110 кВ
510489,Ярцево 110 кВ
510491,Уча 110 кВ
510492,Ногинск 1 сек. 1
510493,Ногинск 2 сек. 2
510494,Ногинск 1 сек. 2
510495,Ногинск 2 сек. 1
510496,Шибаново 3+5СШ 1
510497,Городок 110 кВ
510498,Шибаново 2+4СШ 1
510499,Боровое 110кВ
510500,Тимохово 1сек 11
510501,Дальняя 110 кВ
510502,Тимохово 2сек 11
510503,Водовод 110 кВ
510504,Стачка 110кВ
510505,Демихово 110 кВ
510506,Бугры 110кВ
510507,Гулево 1СШ 110 к
510508,Ока 110кВ
510509,Пущино
510510,Лесная 110кВ
510511,Пахра 1 С 110
510512,Пахра 2 С 110
510513,Пахра 3 С 110
510514,Пахра 4 С 110
510515,Гулево 2СШ 110 к
510516,Ям Т-1
510517,Алпатьево 110кВ
510518,Белоомут 110 кВ
510519,Голутвин 110кВ
510520,Осетр 1СШ 110кВ
510521,Федино 110кВ
510522,Пески 110кВ
510523,Макеево Т-2
510524,Мох Т-2
510525,Нежино 110кВ
510526,Рошаль 110 кВ
510527,Черусти
510528,Мишеронь 110 кВ
510529,Отп. На Залесье
510530,Темпы 110кВ
510531,Иваньковская Гэс
510532,Дмитров 110кВ
510533,Ломоносово Т-1
510534,Кедрово 1СШ 110к
510535,Луч 110кВ
510651,Очаково 2-5 сек
510652,Очаково 4 сек 11
510653,Очаково 1 сек 11
510662,Яшино 1 СШ 220 к
510540,Семеновская 1 се
510541,Ясенево 110кВ
510542,Пресня 110кВ
510543,Ломоносово Т-2
510544,Семеновская 2 се
510545,Чоботы 110 кВ
510546,Мишуково 110кВ
510547,Дровнино 110кВ
510548,Грибово 2 СШ 110
510549,Алеево 110 кВ
510550,Крутыши
510551,Сидорово 110кВ
510552,Лужники
510553,Пятницкая
510554,Якимовская
510555,Пурлово
510556,Ходынка 1 сек 11
510557,Ходынка 2 сек 11
510558,Зубовская Т-1
510559,Зубовская Т-2
510560,ГЭС-1 Сев. секц.
510561,ГЭС-1 Юж. Мост-
510562,ГЭС-1 Юж. секц.
510563,ТЭЦ-25 Т-91
510564,ТЭЦ-25 Т-92
510565,"ТЭЦ-22 Т-3,4"
510566,"ТЭЦ-22 Т-5,6"
510567,ГЭС-1 Рауш.п/ст
510568,ГЭС-1 Рауш.п/ст
510569,ТЭЦ-12 1СШ 110кВ
510570,ТЭЦ-12 2СШ 110кВ
510571,Каширская ГРЭС 1
510572,Каширская ГРЭС 3
510573,ТЭЦ-23 110 кВ
510574,ТЭЦ-21 АТ-92
510576,Берсеневская II
510577,ГЭС-1 Сев. Мост-
510581,ГЭС-1 Рауш.п/ст
510582,ГЭС-1 Рауш.п/ст
510583,"ТЭЦ-9 Т-1,2"
510584,ТЭЦ-9 Т-7
510585,ТЭЦ-20 0-т. Т-2
510586,ТЭЦ-20 1СШ 110 к
510587,ТЭЦ-20 2СШ 110 к
510588,ТЭЦ-20 О-т. Т-3
510589,ТЭЦ-11 1СШ 110 к
510590,ТЭЦ-11 2СШ 110 к
510591,ТЭЦ-21 отп. на д
510592,ТЭЦ-21 АТ-93
510593,ТЭЦ-21 АТ-94
510868,ТЭЦ-21 2с 1СШ 22
510869,ТЭЦ-21 2с 2СШ 22
510594,Шатурская ГРЭС 1
510595,ГРЭС-3 СШ 110кВ
510596,ТЭЦ-29 110кВ
510597,ТЭЦ-8 Т-99
510598,ТЭЦ-16 1СШ 110 к
510600,ТЭЦ-16 2СШ 110 к
510602,ТЭЦ-17
510603,ТЭЦ-21 Т-91 110
510604,ТЭЦ-21 ТСН-60Р3
510605,Решетниково 110
510607,Протэп
510609,Образцово
510610,Щедрино 220 кВ
510611,Академическая 22
510931,Хованская II СШ
510930,Хованская I СШ 2
510929,Молжаниновка II
510928,Молжаниновка I С
510927,Говорово 2 СШ 22
510612,Говорово 1 СШ 22
510613,Дубнинская 1 сек
510615,Коньково
510614,Дубнинская 2 сек
510616,Крона
510617,Левобережная 1 с
510618,Левобережная 2 с
510619,Матвеевская 1 се
510620,Матвеевская 2 се
510621,Шуколово
510622,Герцево 1 сек 22
510624,Герцево 1 СШ 110
510623,Герцево 2 сек 22
510625,Герцево 2 СШ 110
510001,Талдом-1
510002,Талдом-2
531087,ГРЭС-24
511001,Мышега
511009,Тарусса
511010,Пушкинская
511014,Кировская 2
511015,Рождественская 1
511016,Кировская 1
511017,Рождественская 2
511018,Боташовская 2
511019,Боташовская 1
511020,Щегловская 2
511024,Криволучье 2
511025,Криволучье 1
511026,НПО ТЧМ
511027,Юбилейная 1
511029,Центральная 2
511031,Пролетарская 1
511033,Перекоп 2
511034,Перекоп 1
511040,отп. Яснополянск
511042,отп. Яснополянск
511043,Кирпичная
511045,Ясенки 1
511046,Ясенки 2
511057,Ломинцево 1
511058,ПТЭЦ
511059,Яснополянская  2
511060,Яснополянская 1
511063,Малахово
511064,Лазарево
511065,Смычка 1
511066,Смычка 2
511067,Ломинцево 2
511070,Труново
511071,Щегловская 1
511073,отп. Металлургич
511074,Металлургическая
511075,Яснополянская 1
511076,Яснополянская 2
511092,Венев
511093,Грызлово
511096,Сокольники
511097,Оболенская
511109,Залесная 1
511112,Задонье
511113,Угольная
511114,СМС 1
511115,СМС 2
511118,Узловая
511119,Ушаково
511122,Богородицк 1
511123,Богородицк 2
511126,Турдей 1
511127,Турдей 2
511129,Ефремов
511130,ЕТЭЦ
511135,Звезда
511136,Звезда
511137,Донская
511138,Партизан
511140,Трансмаш 1
511141,Трансмаш 2
511142,Кальна 1
511143,Кальна 2
511144,Клен 1
511145,Клен 2
511154,Яковлево 1
511156,Заокская 1
511157,Заокская 2
511158,Белев 1
511159,Белев 2
511185,Ленинская
511186,Ленинская
511187,Люторичи
511188,Люторичи
511189,Плавск
511190,Шипово
511191,Шипово
511192,Чекалин 1
511193,Чекалин 2
511194,отп. Яковлево-1
511195,отп. Яковлево-2
511196,отп. Скуратово 1
511197,отп. Скуратово 2
511198,Айдарово
511199,Ясногорск
511201,Тургеневская-1
511202,Тургеневская-2
511203,Средняя
511204,АТЭЦ
511205,ATЭЦ
511206,Tула
511100,ФСК_Тула (фикт.)
511210,НГРЭС фикт.
511706,НГРЭС АТ-6 фикт.
511707,НГРЭС Тр. гр. 4
511708,НГРЭС-Каширская
511709,НГРЭС 2 СШ
511710,НГРЭС-Химическая
511711,НГРЭС-Гипсовая ф
511207,Xимическая
519558,Холмечи
511209,HГPЭC
519565,Восточная
511212,Cеверная
510328,Встреча 110 кВ
511214,ЩГРЭС 1
511215,ЩГРЭС 2
511217,ЩГPЭC
511222,Бегичево
511223,Бегичево
511224,Тула
511225,Зубово
511226,Mордвес
511227,Давыдово 1
511228,Металлургическая
511700,Приокская
532416,РП 220 кВ Станы
532417,Войлово
511229,Давыдово 2
510327,Встреча 2 СШ 220
511240,Лужное
511256,Суворов
511257,Ушатово
511258,Дубна
511270,Рудаково1
511271,Рудаково1+КосГор
510326,Встреча 1 СШ 220
510008,БЕЛЫЙ РАСТ 110кВ
527737,Южная 1
527740,Южная 2
527741,Майская
527738,Рудник 2
527739,Западная
527733,ГТ ТЭЦ Мичуринск
527830,Фрунзенская 110
527832,Белгород 110 (но
527835,Губкин 110 (нов)
527833,Отп. Белгород (н
527836,Отп. Губкин (нов
527829,Фрунзенская 330
527831,Белгород 330 (но
527834,Губкин 330 (нов)
527838,Лебеди (новая пл
527839,Лебеди (новая пл
516002,РП Заря
516001,Звезда 110
516450,Звезда
529022,Вытегра-Восточна
517491,Конаковская ГРЭС
530940,отп. Балашовская
531043,Мурмино
531042,Клепики
531041,Поляны
531040,отп. Заборье 2
511291,Рудаково2+КосГор
529021,Белоусово
511290,Рудаково2
531039,отп. Заборье 1
531038,Соломино
531037,Ново-Рязанская Т
531036,Печатная
531035,Элеватор 2
531034,Колос
531033,Пpонск
511047,отп. Ясенки 2
529901,Белозерская
529900,Белозерская 500
531061,Сасово 110
531032,отп. Лесок
531031,отп. Горроща
531030,Житово
531029,отп. Победа
531028,отп. Цементная
531027,Горроща
531026,Вожа
531025,отп. Дашки 1
531024,отп. Дашки 2
531023,Ока2
531022,Ока1
531021,отп. Епихино
531020,Виленки
531019,Новомичуринск 11
531018,Комбикорм
531017,Карелино
531016,Истье
531015,Перевлес
531014,Листвянка
531013,Лихачево
531012,Истодники
531011,Ямская110-2
531010,Ямская110-1
531009,Элеватор 1
531008,Рыбное
531007,Есенино
531006,Рязань
531005,отп. Старожилово
531004,Пущино 110
531003,Дягилево
531002,Дягилевская ТЭЦ
531001,Михайловская 110
531065,Пителино
531066,Восход
531067,Свобода
531068,Чучково
531069,отп. Каверино
531070,Заречная 110
531071,Кораблино
531072,Гремячка
531073,Ряжск
531074,Сараи
531075,Мшанка
531076,Невская
531077,Стекольная
531078,Горлово
531079,Чемодановка
531080,Скопин
531081,Зорино
531082,Яблонево
531083,Ламино
531084,Михеи
531085,отп. Можары
531086,Кипчаково
531088,Кустаревка
531955,Сасово 220
531960,Заречная 220
531965,Ямская 220
531982,Парская 220
531984,Новомичуринск 22
531985,Павелецкая
531986,Глебово
531987,Пущино 220
531990,Дягилевская ТЭЦ
531989,Дягилевская ТЭЦ
531988,Дягилевская ТЭЦ
532163,Мирная 220
532164,Мирная 110
532165,Спутник 220
532166,Спутник 110
532196,Калужская ТЭЦ
532167,Орбита 220
532168,Орбита 110
532169,Электрон 220
524713,Липецкая 500
531044,Сабурово
531045,Касимов
532170,Электрон 110
532171,Литейная 220
532172,Литейная 110
532173,Шепелево
532174,Середейск
532175,Березовская
532176,Агеево 1с
532177,Ферзиково
532178,Агеево 2с
532180,Балабаново
531060,Cобчаково
532181,Протон 220
532197,Метзавод
532198,Созвездие 220
532182,Протон 110
532184,Космос
532185,Обнинская ГТУ-ТЭ
532195,Созвездие 110 1
532199,Созвездие 110 2
532222,Галкино 1 с
532230,Кондрово
532232,Пятовская 1с
532236,Копытцево 1с
532246,Медынь 2с
532263,Думиничи
532298,Козельск 2с
532299,Козельск 1с
532363,Обнинск
532366,Малоярославец
526099,Каменка-Байчуров
532367,Радищево 2с
532368,Черкасово
532369,Радищево 1с
532371,Суходрев
532382,Малинники 2с
532383,Калуга
532386,Восход 1с
532387,Восход 2с
