number,name
403753,Т-3 Южная ТЭЦ
403188,Купчинская
403397,Т-1 Южная ТЭЦ
403257,ПГВ-2 Св.ЦБК 3С
403780,ТЭЦ-22 Г-1
403781,"ТЭЦ-22 Г-2,3"
403790,С-ЗТЭЦ -1
403793,С-ЗТЭЦ -2
403799,БТЭЦ Сланцы
403673,Северо-Западная
403960,КВПУ-4
403950,Выборг КВПУ-4
403958,АТ-3 330
403952,КВПУ-2
403001,Восточная110 2-4
403101,Восточная110 1-3
403002,Южная 110
403003,Ленинградская110
403011,Новолисино-т
403004,"Северная 1,3C"
403005,Выборгская110
403506,АТ-1 Колпино
403396,Колпино 4С
403336,Колпино 3С
403306,Колпино 2С
403006,Колпино 1С
403007,Кингисеппская110
403009,Западная110
403649,НОРУ ЭС-1 ЦТЭЦ
403012,АТ-1 Пикал
403047,АТ-2 Пикал
403045,АТ-1 Пик(6)
403059,АТ-2 Пик(6)
403458,АТ-2 Зеленогорск
403457,АТ-1 Зеленогорск
403461,Зеленогорск 4С
403460,Зеленогорск 3С
403459,Зеленогорск 2С
403013,Зеленогорск 1С
403624,ТЭЦ ПГУ ГСР Энер
403014,Балтийская
403015,З-д Ильич110
403017,Волхов-Южная
403019,Краснопутиловска
403527,АТ-4 Чесменская
403526,АТ-3 Чесменская
403521,АТ-1 Чесменская
403525,АТ-2 Чесменская
403524,Чесменская 4С
403523,Чесменская 3С
403522,Чесменская 2С
403020,Чесменская 1С
403607,Дубровская ТЭЦ 1
403988,Дубровская ТЭЦ 1
403052,Василеостровская
403025,Василеостровская
403026,Выборг-районная
403027,Металлострой IСШ
403276,АТ-2 Колпинская
403275,АТ-1 Колпинская
403228,Колпинская 2С
403136,Детское село 2С
403135,Детское село 1С
403134,Пушкин-Северная
403374,Пушкин-Южная 2С
403373,Пушкин-Южная 1С
403132,Пушкин-Северная
403028,Колпинская 1С
403029,Сосновская
403030,Назия 1С
403031,Красносельская
403032,Бокситогорская 1
403033,Возрождение 1Т
403701,В К-132 Мирная
403034,Мирная IСШ
403035,Глиноземная
403808,Пикалёвская 1Т-С
403850,Пикалёвская 2Т-С
403036,Лейпясуо 1Т
403983,ТЭЦ ООО Пикалёвс
403037,Сясь 110
403986,БТЭЦ СЦБК
403039,Ломоносовская 1C
403838,Ломоносовская 2C
403040,Первомайская 2Т
403041,Зеленогорская 1С
403879,Т2 Глинозёмная (
403841,Зеленогорская 2С
403179,Т2 Глинозёмная (
403667,Гатчинская 2С
403042,Гатчинская 1С
403343,Ульяновка-т
403372,Владимирская-т
403409,Гатчина-т 2Т
403404,Гатчина-т 1Т
403295,БТЭЦ-2 ЗАО ГСР Т
403936,ГИПХ 1Т
403938,ГИПХ 2Т
403821,Гарболовская 2С
403043,Гарболовская 1С
403046,Новоржевская Iс
403048,Луга 1с
403148,Луга 2с
403405,Низовская 2Т
403262,Красный маяк 2с
403263,Красный маяк 1с
403406,Толмачево 1Т
403694,Толмачево 2Т
403531,Торковичи 1Т
403695,Торковичи 2Т
403144,Жельцы 1Т
403693,Жельцы 2Т
403951,КВПУ-1
403055,Левашовская 1с
403056,Каменногорская-1
403057,Кузнечная 2С
403058,Институт
403065,Стрельнинская 1Т
403685,Стрельнинская 2Т
403081,СПС (С-1) Т1
403084,СПС (С-2) 2Т
403085,СПС (С-2) 1Т
403086,Дамба-2 1С
403087,Дамба-2 2С
403223,Дамба-3 1С
403869,Клопицы
403870,Дамба-3 2С
403089,Поэтическая
403090,Ткацкая 1с
403092,Восточная-комм 1
403123,Новосаратовка 2Т
403093,З-д Либкнехта Т-
403293,З-д Либкнехта Т2
403301,Московская 1Т
403302,Московская 2Т
403303,Волковская 1Т
403304,Волковская 2Т
403845,Бокситогорская 2
403978,Кузнечная 1С
403979,Левашовская 3с
403109,Восточная-комм 3
403169,Кудрово 2Т
403173,Кудрово 1Т
403175,Отп.на ПС Новоса
403176,Новосаратовка 1Т
403116,СВС Кудрово 2Т
403141,Отп.на ПС Пискар
403102,Пискаревка 2Т
403162,Культура 1Т
403117,Пикалёвская
403428,Пикалёво-т 1Т
403115,Чудцы
403840,Пикалёво-т 2Т
403933,Отп.на ПС Пикалё
403949,Палуя
403672,Б.Двор
403897,Культура 2Т
403966,Тихвин-т 2Т
403967,Тихвин-т 1Т
403844,ПГВ БГЗ 2С
403425,Валя-Т
403426,Веймарн-т 1С
403429,Веймарн-т 2С
403541,Усадище
403240,Невск.Дубровка 1
403241,Невск.Дубровка 2
403231,Морозовская 1С
403232,Морозовская 3С
403233,Морозовская 2С
403234,Невск.Судостр.з-
403235,Невск.Судостр.з-
403236,Кировск.ЖБИ
403278,Павловск
403357,Крестовская 1Т
403872,Лахта 1С
403873,Лахта 2С
403876,Крестовская 2Т
403305,Липки
403307,Померанье
403308,Бабино 1Т
403309,Бабино 2Т
403125,Ильинка 2Т
403126,Ильинка 1+3Т
403207,Сортировочная 1Т
403899,Сортировочная 2Т
403137,Всеволожская ТЭЦ
403139,Колтуши
403145,Отп. на ПС Мельн
403138,ЗАО Форд-Всеволо
403146,Манушкино-Разм 2
403149,Мельничный ручей
403151,Отп. на ПС Мельн
403298,Мега
403200,Пролетарск-Д 2Т
403202,Отп. на ПС Проле
403150,Янино
403178,Оккервильская 2Т
403181,Оккервильская 1Т
403177,Правобережная 2Т
403201,НПЗ
403051,Лепсари 1Т
403152,Лепсари 2Т
403105,Заневский Пост-I
403108,Заневский Пост-I
403940,Отп.на ПС Обитай
403941,Отп.на ПС Обитай
403839,Волхов 2С
403826,Кисельня 2С
403378,Обитай 1Т
403287,Федоровская
403286,Антропшино
403170,Кутузовская 1Т
403853,Валим
403098,Лаврики
403100,ММПС-1 3Т(124)
403099,Мур.Водопр.Станц
403878,Обитай 2Т
403874,Т1 Глинозёмная (
403273,Т1 Глинозёмная (
403296,Газокомпрессорна
403676,Тихвин-г 2Т
403675,Дыми
403965,Сведвуд 1Т
403968,Сведвуд 2Т
403836,Ефимовская 1C
403430,Ефимовская-Т
403094,Стенд
403097,Адамант
403103,З-д Светлана 1с
403203,З-д Светлана 2с
403106,ВАЗ Т2
403124,Гражданская
403127,Дюны Т1
403128,Ошта
403129,Отп. на Вознесен
403947,Отп. на Вознесен
403546,Вознесение 1Т
403948,Вознесение 2Т
403142,Батово 1Т
403679,Батово 2Т
403143,Тихвин-г 1Т
403153,Русско-Высоцкая
403860,Русско-Высоцкая
403154,Красное село 1Т
403646,Красное село 4Т
403155,Пискаревка 1Т
403159,Выборг-Южная 1С
403160,Нарымская 1с
403281,Парнас 2С
403161,Парнас 1С
403166,Приозерская 1С
403987,Усть-Луга (ПС 50
403174,Правобережная 1Т
403294,Броневая
403299,Армалит
403300,Корнеевская 1C
403180,Корнеевская 2C
403184,Охтинская 1с
403185,Охтинская 3с
403186,Охтинская 2с
403187,Глажево
403189,Волосово 1Т
403655,Мартышкино
403656,Волосово 2Т
403657,Волосово
403658,Вруда
403659,Молосковицы 2Т
403193,Синявино 3С
403195,Тепл. комбинат 1
403196,Университет 1Т
403858,Университет 2Т
403021,Новоселье 1Т
403191,Новоселье 2Т
403197,Петродворец 2с
403198,Петродворец 1с
403222,Горелово 1Т
403364,Горелово-2 2Т
403395,Большевик
403199,Керамическая 1Т
403205,Звезда Т-1
403208,Мыслинская
403209,Родина
403210,Ленсоветовская Т
403211,Ленсоветовская Т
403230,ГПТЭС ООО Петерб
403213,Сланцы-Цемент 1С
403352,Слнц.регенерат.з
403696,Слнц.регенерат.з
403697,Сланцы-Цемент 2С
403214,Фосфорит-1 1С
403862,Фосфорит-1 2С
403863,Фосфорит-2 2Т
403215,Гоморовичи
403219,Кутузовская 2Т
403220,Промзона-1 1Т
403985,БТЭЦ Фосфорит
403225,Мариенбург 1+3Т
403880,Мариенбург 2Т
403882,СПС (С-1) Т2
403226,Кисельня 1С
403229,Левобережная IШ
403238,Белая Мель 2с
403239,Белая Мель 1с
403272,Гаванская 2Т
403237,"ПГВ-1, Светогорс"
403244,Манушкино-Размет
403258,Гаванская 1Т
403259,Белогорка
403417,Суйда 1Т
403680,Суйда 2Т
403322,Вырица 1Т
403846,Вырица 2Т
403962,Отп.на ПС Вырица
403963,Отп.на ПС Вырица
403261,Тихвин-Литейный1
403264,Каменногорская 1
403265,АТ-2 Камен.
403268,АТ-1 Камен.
403269,АТ-1 Камен.(10)
403270,АТ-2 Камен.(10)
403315,Огоньки
403338,Бережки
403316,Встреча
403317,Фосфорит-2 1Т
403318,АТ-4 Чесм(10)
403325,АТ-1 Чесм
403326,АТ-2 Чесм
403327,АТ-3 Чесм
403328,АТ-4 Чесм
403329,АТ-1 Чесм(10)
403330,АТ-2 Чесм(10)
403331,АТ-3 Чесм(10)
403332,Пчева
403337,Вындин остров
403353,Ленингр. карт. ф
403354,БТЭЦ Ленингр. ка
403367,Шундорово 1С
403358,НИТИ (ПС 551) 1С
403349,НИТИ (ПС 551) 2С
403362,отп. на НИТИ 1С
403363,отп. на НИТИ 2С
403361,отп. на Сосновый
403359,отп. на Сосновый
403356,Сосновый Бор-3 (
403831,Сосновый Бор-3 (
403347,Вистино 2C
403342,База отдыха
403341,отп. на в/з Сист
403297,в/з Систа (ПС 35
403292,в/з Систа (ПС 35
403376,Молосковицы 1Т
403069,Истинка 2Т
403391,Скворицы 1Т
403650,Скворицы 2Т
403392,Фосфорит-4 1С
403393,Волхов 1С
403394,Фосфорит-4 2С
403400,Шоссейная Т1
403401,Шоссейная Т2
403402,Верево
403403,Мельничный ручей
403407,Малукса
403412,Лебяжье 1Т
403682,Лебяжье 2Т
403935,Запорожская 2Т
403934,Запорожская 1Т
403547,Сосновская 1С
403825,Сосновская 2С
403416,Петяярви 1Т
403885,Петяярви 2Т
403931,Мичуринская 2Т
403932,Мичуринская 1Т
403070,Ромашки
403792,Земляничная
403795,Лосиная
403794,Скальная 2С
403791,Скальная 1С
403833,Громово 2С
403413,Громово 1С
403419,Тигода 1с
403420,Тигода 2с
403998,Сертолово 4Т
403997,Лупполово 2Т
403992,Отп.на ПС Лужайк
403991,Отп.на ПС Лужайк
403976,Возрождение 2Т
403924,Мельниково 1Т
403917,Мельниково 2Т
403857,Выборг-Южная 2С
403856,Лужайка 2Т
403855,Каменногорская-1
403776,ПГВ-3 Св.ЦБК 1Т
403690,ПГВ-2 Св.ЦБК 1С
403689,ПГВ-2 Св.ЦБК 2С
403688,ПГВ-3 Св.ЦБК
403533,Бородинская-1
403375,Первомайская 1Т
403418,Лужайка 1Т
403437,Лейпясуо 2Т
403900,Посадников остро
403891,Жарок
403421,Андреево
403842,Теребачево 2С
403422,Теребачево 1С
403441,Выборгская
403450,Финляндия
403444,Выборг
403451,Кюми
403452,Юлликкяля I
403453,Юлликкяля II
403454,Кюми
403455,Юлликкяля II
403482,Поповка
403483,Тосно
403484,Рябово
403495,Понтонная 2Т
403496,Мга 1С
403498,Новый Быт 1Т
403500,РЦ-11
403501,Бойлерная 1Т
403681,Бойлерная 2Т
403512,БТЭЦ ПГВ БГЗ 1С
403535,ЮЗОС 1С
403686,ЮЗОС 2С
403539,Тосно-новая
403602,ТЭЦ-2 ЦТЭЦ
403111,"Т1,2 ТЭЦ-2"
403982,БТЭЦ ЦКТИ
